Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;;7,4;8,6;10,6;11,6;15,1;9,9;437;503;602;737;840;642;65;147;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;13;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;14;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;31;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;43;;Estimation directe
B3300;2018;L3300;;L3300.1;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;39;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;;;;9,5;10,9;12,6;14,8;17,8;12,0;380;410;500;609;780;543;45;533;12469;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;;;Ensemble 4P+;6,4;8,5;9,6;10,8;11,8;9,5;591;780;849;1100;1500;938;99;50;1547;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;;;Ensemble 1P;11,9;13,7;15,2;17,4;19,4;15,1;350;380;400;445;486;411;27;161;4500;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;;;Ensemble 2P;10,4;11,1;12,1;13,4;14,5;12,1;442;480;531;565;617;529;44;197;4106;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;;;Ensemble 3P;8,3;9,5;10,2;11,8;13,3;10,5;575;631;700;785;870;719;69;125;2316;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;;10,1;11,1;13,1;16,3;19,4;12,8;380;414;520;620;755;545;42;236;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;1;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 1P;12,9;15,0;16,1;18,5;22,2;16,2;360;400;413;450;500;427;26;82;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 2P;10,4;11,1;12,1;13,0;14,3;12,0;466;520;550;595;650;551;46;88;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 3P;9,3;10,0;10,9;11,8;13,7;11,0;630;680;745;800;850;742;67;50;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;15;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;;9,0;10,8;12,4;14,0;16,7;11,6;371;400;495;605;780;541;47;297;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;7;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 1P;11,5;12,5;14,2;17,1;18,7;14,2;320;368;399;440;482;398;28;79;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 2P;10,1;11,3;12,0;13,7;14,5;12,2;441;471;522;553;602;518;43;109;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 3P;7,0;9,2;9,8;11,9;13,3;10,0;503;615;655;785;870;691;69;71;;Estimation directe
B3300;2018;L3300;;L3300.1;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;27;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;;;;9,5;10,7;12,2;15,0;19,9;12,0;415;480;583;740;900;652;54;432;8993;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;;;Ensemble 4P+;8,4;9,2;10,2;11,5;14,1;10,9;748;842;1001;1195;2000;1154;106;56;943;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;;;Ensemble 1P;14,4;15,3;18,5;20,0;21,4;17,3;390;398;420;450;500;433;25;65;2250;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;;;Ensemble 2P;10,3;10,9;12,0;13,5;14,4;12,1;466;520;553;600;661;559;46;174;3605;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;;;Ensemble 3P;9,0;10,2;10,8;11,6;13,1;10,9;650;705;754;842;900;767;70;137;2195;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;;10,6;11,4;13,4;17,0;20,0;12,9;400;480;594;722;864;617;48;170;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;7;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;39;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 2P;11,3;11,8;12,5;13,6;15,8;12,7;527;540;578;650;690;593;47;57;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 3P;10,0;10,7;11,3;12,5;14,1;11,5;650;720;740;810;880;756;65;59;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;8;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;;9,1;10,5;11,7;14,1;16,4;11,6;420;476;583;781;914;673;58;262;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;8;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;15;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;26;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 2P;9,5;10,7;12,0;13,2;14,2;11,8;450;504;548;590;610;544;46;116;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 3P;8,4;9,9;10,4;11,2;11,7;10,4;589;690;781;880;900;773;74;71;;Estimation directe
B3300;2018;L3300;;L3300.1;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;26;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;;;;9,8;10,6;11,5;12,7;14,5;11,4;458;540;655;792;906;678;60;1211;5558;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;;;Ensemble 4P+;9,2;9,7;10,7;11,1;12,2;10,6;791;833;904;965;1137;941;89;155;992;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;;;Ensemble 1P;11,6;12,2;13,9;14,7;17,0;13,6;342;412;450;469;500;436;32;102;601;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;;;Ensemble 2P;10,5;11,3;12,2;13,1;14,6;12,1;491;526;556;600;650;558;46;467;1922;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;;;Ensemble 3P;9,8;10,4;10,9;11,8;12,6;11,1;646;686;730;795;882;750;68;487;2043;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;;9,8;10,6;11,4;12,4;13,9;11,3;479;540;670;830;960;697;62;700;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;2;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Appart 1P;11,6;12,0;12,9;13,9;14,7;13,0;314;389;455;500;500;437;34;76;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Appart 2P;10,8;11,2;12,0;12,7;14,6;12,1;500;529;558;595;621;559;46;256;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Appart 3P;9,8;10,3;10,8;11,7;12,3;11,0;660;691;723;792;900;758;69;261;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;1. Moins de 1 an;;Appart 4P+;9,4;9,8;10,7;11,2;12,8;10,7;805;830;920;960;1250;956;89;102;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;;9,8;10,6;11,6;12,7;14,5;11,5;450;540;650;755;881;663;58;511;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;3;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;26;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Appart 2P;10,5;11,3;12,2;13,3;15,4;12,0;461;522;555;600;650;556;46;210;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Appart 3P;9,8;10,3;11,0;11,8;12,6;11,1;635;672;730;812;870;747;67;223;;Estimation directe
B3300;2018;L3300;;L3300.1;;;5. Après 2005;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;48;;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;;;8,3;10,3;12,3;15,3;18,1;11,5;400;470;565;728;949;637;55;1448;31269;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Maison 1-3P;;7,4;8,6;11,7;14,0;15,7;11,0;490;580;692;837;921;697;63;111;1602;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Ensemble 4P+;;6,5;7,8;9,3;11,1;12,7;9,5;600;804;1012;1220;1490;1064;111;219;4259;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Maison 4P+;;7,3;8,6;9,6;11,1;12,4;9,8;778;855;1000;1230;1557;1144;117;106;1500;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Appart 1P;;11,5;14,1;16,9;19,5;22,5;16,0;352;388;430;480;539;436;27;263;8402;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Appart 2P;;9,3;11,0;12,6;14,5;16,7;12,2;436;485;540;620;693;555;45;525;11079;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Appart 3P;;8,3;9,7;10,8;12,2;14,0;10,8;550;610;724;840;931;731;68;330;5928;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Appart 4P+;;6,5;7,8;9,2;10,9;12,7;9,4;600;760;1028;1200;1450;1015;108;113;2760;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Ensemble 1P;;11,5;14,1;16,9;19,5;22,5;16,0;352;388;430;480;539;436;27;268;8493;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Ensemble 2P;;9,1;10,9;12,6;14,5;16,6;12,1;435;485;540;620;696;554;46;553;11636;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;;;Ensemble 3P;;8,1;9,5;10,9;12,5;14,2;10,8;560;615;727;840;935;736;68;408;6880;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;1. Moins de 1 an;;;;10,0;11,2;13,7;15,9;19,6;12,7;420;480;580;755;920;654;51;588;;Estimation directe
B3300;2018;L3300;;L3300.1;;1. Avant 1946;;2. 1 an et plus;;;;7,8;9,7;11,8;14,9;17,7;11,0;390;465;555;720;955;629;57;860;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;;;7,5;8,9;10,9;13,2;18,4;10,4;423;500;596;731;840;630;60;241;7842;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;9;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Ensemble 4P+;;7,3;8,2;9,0;10,7;11,2;9,2;660;720;750;830;980;815;89;69;1744;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;14;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;42;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Appart 2P;;9,4;10,5;11,4;13,2;15,9;11,5;460;500;525;554;635;535;46;59;2163;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Appart 3P;;7,3;8,0;9,7;10,9;11,3;9,4;500;550;650;736;808;644;69;62;1628;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Appart 4P+;;7,3;7,6;8,8;10,2;11,2;8,9;643;704;736;820;900;767;86;55;1078;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Ensemble 1P;;;;;;;;;;;;;;;42;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Ensemble 2P;;8,9;10,5;11,4;13,2;15,3;11,5;450;500;525;568;635;536;47;62;2353;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;;;Ensemble 3P;;7,3;8,1;10,4;11,2;12,3;9,8;500;560;650;740;863;676;69;68;2019;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;1. Moins de 1 an;;;;8,8;10,5;11,9;14,7;18,7;11,7;400;450;566;716;870;605;52;94;;Estimation directe
B3300;2018;L3300;;L3300.1;;2. Entre 1946-1970;;2. 1 an et plus;;;;7,4;8,6;10,6;11,6;15,1;9,9;437;503;602;737;840;642;65;147;;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;;;9,5;10,9;12,6;14,8;17,8;12,0;380;410;500;609;780;543;45;533;12469;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;4;;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Ensemble 4P+;;6,4;8,5;9,6;10,8;11,8;9,5;591;780;849;1100;1500;938;99;50;1547;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;8;;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Appart 1P;;11,9;13,7;15,2;17,4;19,4;15,1;350;380;400;445;486;411;27;161;4489;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Appart 2P;;10,4;11,1;12,1;13,4;14,5;12,1;442;480;531;565;617;529;44;197;4033;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Appart 3P;;8,3;9,4;10,1;11,8;13,3;10,4;568;630;700;785;860;711;68;121;2163;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;42;;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Ensemble 1P;;11,9;13,7;15,2;17,4;19,4;15,1;350;380;400;445;486;411;27;161;4500;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Ensemble 2P;;10,4;11,1;12,1;13,4;14,5;12,1;442;480;531;565;617;529;44;197;4106;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;;;Ensemble 3P;;8,3;9,5;10,2;11,8;13,3;10,5;575;631;700;785;870;719;69;125;2316;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;1. Moins de 1 an;;;;10,1;11,1;13,1;16,3;19,4;12,8;380;414;520;620;755;545;42;236;;Estimation directe
B3300;2018;L3300;;L3300.1;;3. Entre 1971-1990;;2. 1 an et plus;;;;9,0;10,8;12,4;14,0;16,7;11,6;371;400;495;605;780;541;47;297;;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;;;9,5;10,7;12,2;15,0;19,9;12,0;415;480;583;740;900;652;54;432;8993;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;8;;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Ensemble 4P+;;8,4;9,2;10,2;11,5;14,1;10,9;748;842;1001;1195;2000;1154;106;56;943;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;22;;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Appart 1P;;14,4;15,3;18,5;20,0;21,4;17,3;390;398;420;450;500;433;25;65;2234;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Appart 2P;;10,3;10,9;12,0;13,5;14,4;12,1;467;520;553;600;661;559;46;173;3542;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Appart 3P;;9,0;10,2;10,8;11,6;13,1;10,9;645;694;746;841;900;766;71;130;2108;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;34;;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Ensemble 1P;;14,4;15,3;18,5;20,0;21,4;17,3;390;398;420;450;500;433;25;65;2250;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Ensemble 2P;;10,3;10,9;12,0;13,5;14,4;12,1;466;520;553;600;661;559;46;174;3605;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;;;Ensemble 3P;;9,0;10,2;10,8;11,6;13,1;10,9;650;705;754;842;900;767;70;137;2195;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;1. Moins de 1 an;;;;10,6;11,4;13,4;17,0;20,0;12,9;400;480;594;722;864;617;48;170;;Estimation directe
B3300;2018;L3300;;L3300.1;;4. Entre 1991-2005;;2. 1 an et plus;;;;9,1;10,5;11,7;14,1;16,4;11,6;420;476;583;781;914;673;58;262;;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;;;9,8;10,6;11,5;12,7;14,5;11,4;458;540;655;792;906;678;60;1211;5558;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;4;;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Ensemble 4P+;;9,2;9,7;10,7;11,1;12,2;10,6;791;833;904;965;1137;941;89;155;992;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;5;;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Appart 1P;;11,6;12,2;13,9;14,7;17,0;13,6;342;412;450;469;500;436;32;102;600;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Appart 2P;;10,5;11,3;12,1;13,1;14,6;12,1;491;526;556;600;650;557;46;466;1895;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Appart 3P;;9,8;10,3;10,9;11,8;12,6;11,1;646;687;730;802;890;751;68;484;1976;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Appart 4P+;;9,2;9,8;10,7;11,1;12,2;10,6;747;826;904;960;1112;934;88;150;837;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Ensemble 1P;;11,6;12,2;13,9;14,7;17,0;13,6;342;412;450;469;500;436;32;102;601;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Ensemble 2P;;10,5;11,3;12,2;13,1;14,6;12,1;491;526;556;600;650;558;46;467;1922;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;;;Ensemble 3P;;9,8;10,4;10,9;11,8;12,6;11,1;646;686;730;795;882;750;68;487;2043;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;1. Moins de 1 an;;;;9,8;10,6;11,4;12,4;13,9;11,3;479;540;670;830;960;697;62;700;;Estimation directe
B3300;2018;L3300;;L3300.1;;5. Après 2005;;2. 1 an et plus;;;;9,8;10,6;11,6;12,7;14,5;11,5;450;540;650;755;881;663;58;511;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;;;;7,4;8,8;10,8;12,5;14,9;10,4;515;690;840;1000;1278;903;87;291;5786;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;;;Maison 1-3P;7,4;9,1;11,7;13,4;15,4;11,2;490;590;720;840;921;711;64;136;2694;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;;;Maison 4P+;7,4;8,8;9,8;11,1;12,3;9,9;778;880;1000;1230;1530;1134;115;155;3092;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;;Maison 1-3P;;7,4;9,1;11,7;13,4;15,4;11,2;490;590;720;840;921;711;64;136;2694;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;;Maison 4P+;;7,4;8,8;9,8;11,1;12,3;9,9;778;880;1000;1230;1530;1134;115;155;3092;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;1. Moins de 1 an;;;8,2;9,8;11,7;13,3;16,3;11,1;490;687;850;1014;1506;934;84;93;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;;2. 1 an et plus;;;7,4;8,7;10,4;12,0;13,9;10,1;580;690;836;1000;1230;890;88;198;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;1. Moins de 1 an;;;;8,2;9,8;11,7;13,3;16,3;11,1;490;687;850;1014;1506;934;84;93;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;;2. 1 an et plus;;;;7,4;8,7;10,4;12,0;13,9;10,1;580;690;836;1000;1230;890;88;198;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;1. Avant 1946;;;;;7,3;8,6;10,7;12,8;15,3;10,3;500;680;820;989;1230;883;86;217;3101;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;23;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;12;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;30;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;;5. Après 2005;;;;;;;;;;;;;;;;;;9;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;1. Avant 1946;;;;;;7,3;8,6;10,7;12,8;15,3;10,3;500;680;820;989;1230;883;86;217;3101;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;23;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;12;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;30;;Estimation directe
B3300;2018;L3300;;L3300.1;Maison;5. Après 2005;;;;;;;;;;;;;;;;;;;9;;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;;;9,0;10,6;12,2;15,0;18,2;11,7;395;456;550;696;850;600;51;3574;60346;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;;Appart 1P;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;633;17440;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;;Appart 2P;9,8;11,1;12,2;14,0;15,6;12,1;446;495;541;600;668;550;45;1420;22711;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;;Appart 3P;8,3;9,7;10,8;11,8;13,6;10,7;560;643;720;818;900;729;68;1127;13802;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;;Appart 4P+;7,1;8,2;9,5;10,9;12,5;9,7;635;750;880;1133;1415;965;99;394;6393;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;Appart 1P;;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;633;17440;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;Appart 2P;;9,8;11,1;12,2;14,0;15,6;12,1;446;495;541;600;668;550;45;1420;22711;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;Appart 3P;;8,3;9,7;10,8;11,8;13,6;10,7;560;643;720;818;900;729;68;1127;13802;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;;Appart 4P+;;7,1;8,2;9,5;10,9;12,5;9,7;635;750;880;1133;1415;965;99;394;6393;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;1. Moins de 1 an;;;10,0;11,1;13,1;15,5;19,6;12,7;400;460;560;710;850;608;48;1695;;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;;2. 1 an et plus;;;8,3;10,1;11,9;14,5;17,3;11,3;392;450;540;675;850;596;53;1879;;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;1. Moins de 1 an;;;;10,0;11,1;13,1;15,5;19,6;12,7;400;460;560;710;850;608;48;1695;;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;;2. 1 an et plus;;;;8,3;10,1;11,9;14,5;17,3;11,3;392;450;540;675;850;596;53;1879;;Estimation directe
B3300;2018;L3300;;L3300.1;Appartement;;1. Avant 1946;;;;;8,6;10,5;12,7;15,5;18,8;11,8;394;459;540;671;856;601;51;1231;28168;Estimation directe
